slope_angle_deg,factor_of_safety,green_index,rainfall_mm_day,pore_pressure_kpa,risk_score
53.73,1.22,0.34,50.21,15.45,0.29
42.08,0.97,0.73,7.59,59.12,0.24
4.7,1.19,0.93,5.5,40.35,0.07
45.0,1.13,0.63,5.02,18.53,0.25
16.07,2.01,0.27,28.81,29.38,0.13
47.26,1.49,0.64,23.99,41.07,0.26
49.18,0.92,0.59,16.06,28.73,0.27
43.48,1.41,0.56,18.28,14.68,0.23
34.46,2.06,0.54,4.1,11.78,0.16
30.74,1.48,0.63,20.37,34.29,0.17
38.28,1.64,0.81,24.22,0.0,0.18
43.25,2.04,0.52,4.17,34.56,0.21
23.64,1.87,0.36,1.09,34.7,0.14
36.21,1.23,0.61,2.82,0.0,0.18
14.93,0.96,0.33,18.6,1.41,0.15
59.54,1.39,0.41,20.98,0.0,0.3
36.0,1.44,0.84,8.79,2.36,0.18
61.41,2.05,0.67,2.88,0.0,0.22
38.14,1.72,0.69,11.04,15.91,0.18
33.4,1.39,0.54,1.04,31.67,0.17
38.29,1.44,0.45,23.65,57.7,0.24
23.41,1.51,1.03,23.75,45.22,0.14
39.49,1.84,0.28,10.36,2.5,0.2
33.35,0.71,0.84,19.86,28.75,0.2
45.64,1.45,0.49,14.5,39.85,0.23
60.36,1.44,0.78,8.84,0.0,0.26
57.04,1.51,0.72,12.02,27.34,0.27
34.93,1.91,0.9,0.95,29.76,0.17
48.26,1.28,0.29,8.17,14.89,0.25
21.74,0.88,0.25,12.88,0.0,0.17
22.95,1.11,0.71,1.58,0.0,0.13
28.33,1.25,0.27,51.5,37.33,0.22
54.6,1.96,0.21,8.72,33.46,0.25
32.29,0.83,0.94,10.4,15.08,0.17
46.97,1.76,0.13,12.45,54.14,0.26
30.19,1.65,0.16,8.58,43.19,0.2
1.93,0.58,0.63,7.66,5.32,0.11
36.4,1.44,0.38,2.32,11.52,0.19
37.52,1.48,0.23,1.9,0.0,0.19
60.8,1.81,0.8,27.79,20.12,0.28
31.7,1.73,0.39,14.32,12.5,0.17
20.87,0.95,0.16,1.4,34.26,0.18
42.53,1.42,0.57,4.08,24.92,0.21
54.81,1.98,0.77,2.13,62.38,0.24
31.49,1.5,0.68,2.64,6.14,0.15
20.94,1.17,0.57,32.38,32.71,0.16
22.97,0.73,0.86,1.72,33.11,0.16
41.88,1.33,0.53,3.12,5.38,0.2
44.79,1.39,0.46,12.38,50.1,0.26
66.47,1.84,0.18,0.56,28.42,0.32
28.25,0.75,0.03,8.06,0.0,0.21
41.79,1.58,0.82,0.57,33.81,0.21
20.27,0.87,0.25,2.55,64.26,0.19
19.27,1.47,0.81,1.39,32.83,0.12
20.08,1.33,0.78,7.46,29.46,0.14
38.22,0.82,0.24,4.58,40.96,0.25
38.89,1.95,0.77,13.7,28.6,0.18
32.48,1.05,0.74,0.03,45.26,0.2
33.83,2.0,0.71,17.96,30.3,0.17
20.48,1.0,0.12,4.68,0.0,0.17
34.71,1.23,0.31,11.65,43.78,0.22
35.77,1.01,0.41,44.0,14.01,0.24
34.15,1.59,0.5,10.71,24.63,0.19
22.25,1.78,0.19,23.52,28.21,0.18
43.22,1.01,0.39,21.48,22.51,0.26
39.74,1.43,0.17,31.76,33.29,0.25
46.12,1.76,0.67,11.74,7.85,0.21
37.54,1.41,0.53,21.6,6.0,0.21
54.26,1.6,0.11,24.5,0.0,0.29
49.86,1.52,0.63,2.25,39.05,0.25
30.33,1.72,0.45,3.37,7.55,0.15
26.89,0.64,0.41,18.26,15.55,0.2
25.42,1.69,0.4,9.22,12.39,0.14
25.58,1.59,0.81,11.06,13.56,0.13
58.14,1.35,0.3,10.36,51.43,0.31
26.03,1.08,0.11,9.68,29.84,0.19
41.59,1.42,0.9,8.36,45.29,0.2
29.9,1.3,0.48,7.66,44.88,0.18
34.81,1.35,0.84,23.85,0.0,0.16
46.84,0.98,0.11,5.33,15.42,0.25
15.69,1.12,0.67,9.85,32.52,0.14
58.72,2.22,0.68,20.15,12.02,0.24
21.54,2.05,0.86,5.49,35.07,0.12
43.32,0.31,0.57,31.22,20.38,0.27
50.61,1.35,0.6,6.21,35.12,0.26
32.11,1.09,0.87,5.28,10.09,0.2
47.63,1.85,0.58,6.17,0.0,0.2
29.16,0.29,0.81,10.23,5.53,0.18
16.04,2.3,0.63,11.36,26.64,0.1
19.65,1.45,0.27,12.79,0.0,0.14
53.93,2.03,0.72,23.64,20.18,0.23
28.18,1.48,0.6,1.59,7.97,0.14
36.14,1.1,0.59,21.81,35.85,0.22
49.58,0.7,0.41,4.46,33.78,0.27
21.23,1.27,0.2,27.82,52.81,0.21
40.65,1.32,0.84,21.71,41.08,0.21
26.23,2.01,0.27,1.94,11.48,0.14
34.94,2.11,0.67,2.69,2.72,0.16
43.28,1.25,0.59,10.21,0.0,0.19
38.47,1.88,0.23,3.48,0.0,0.19
40.33,1.61,0.9,22.65,51.69,0.21
36.27,1.59,0.95,6.2,19.43,0.16
29.21,1.58,0.65,3.89,38.34,0.16
16.1,1.61,0.78,1.93,4.21,0.09
31.09,0.63,0.81,2.62,19.28,0.17
64.54,1.12,0.54,23.06,12.02,0.32
46.83,1.61,0.87,12.74,0.0,0.2
35.06,1.92,0.85,30.54,29.97,0.18
33.94,1.26,0.54,1.43,0.0,0.18
48.24,1.46,0.65,7.58,7.07,0.22
30.8,1.68,0.47,17.61,9.97,0.17
27.26,0.58,0.78,16.11,31.02,0.21
54.02,1.63,0.72,9.03,11.87,0.24
34.55,1.62,0.52,6.32,33.78,0.19
47.02,1.69,0.46,21.95,13.03,0.24
27.71,1.72,0.44,14.9,16.62,0.17
12.56,0.94,0.55,3.51,0.0,0.11
15.65,1.02,0.33,30.25,81.55,0.2
29.01,1.47,0.27,6.39,22.15,0.19
22.63,2.1,0.74,20.7,6.35,0.1
47.25,1.21,0.07,1.83,32.02,0.26
40.7,1.53,0.52,9.41,56.63,0.23
40.14,1.73,0.89,2.34,25.48,0.19
32.48,1.61,0.49,2.35,31.45,0.17
26.14,0.91,0.18,3.23,0.0,0.17
24.25,1.01,0.42,2.52,48.7,0.19
62.7,0.98,0.4,7.19,0.0,0.29
33.11,1.54,0.48,7.36,25.62,0.18
29.01,1.37,0.79,37.82,15.39,0.18
18.22,1.82,0.57,19.75,0.0,0.11
22.7,1.98,0.75,6.73,51.25,0.14
9.1,0.63,0.63,10.8,46.84,0.13
42.28,1.01,0.02,3.06,39.1,0.24
35.63,1.32,0.92,11.97,32.45,0.18
50.8,1.8,0.23,14.73,61.76,0.29
15.39,1.21,0.32,15.84,23.11,0.15
18.61,1.49,0.92,30.63,32.95,0.14
37.0,0.75,0.55,33.18,62.92,0.24
43.24,0.32,0.27,0.61,29.58,0.28
33.1,1.2,0.76,24.83,0.99,0.17
37.14,1.0,0.26,18.69,35.91,0.26
36.5,2.32,0.54,8.72,29.49,0.18
1.95,1.21,0.33,0.83,34.78,0.1
43.18,1.65,0.42,25.68,13.15,0.23
41.44,1.04,0.18,4.15,8.37,0.23
42.93,1.45,0.35,8.3,32.62,0.22
10.07,1.35,0.24,5.06,18.16,0.1
34.82,1.64,0.34,21.33,56.47,0.22
43.01,1.65,0.18,15.67,16.64,0.24
40.65,1.54,0.4,22.2,25.13,0.22
43.39,1.86,0.34,14.63,36.61,0.22
34.96,1.73,0.61,2.61,20.82,0.19
57.5,1.69,0.93,11.34,36.43,0.24
28.09,1.01,0.42,6.88,0.0,0.17
56.42,0.7,0.36,14.95,23.58,0.3
44.39,0.59,0.57,1.45,9.86,0.24
38.97,1.97,0.26,5.93,46.31,0.21
51.57,0.48,0.69,11.64,0.0,0.26
32.73,1.35,0.62,6.17,21.26,0.17
16.95,1.47,0.23,14.95,0.0,0.13
42.99,0.95,0.53,14.28,39.79,0.26
34.99,1.09,0.61,21.13,29.34,0.2
33.65,0.5,0.17,1.46,28.37,0.27
21.85,1.11,0.71,29.0,10.69,0.14
61.15,1.84,0.41,0.72,10.08,0.26
32.04,1.15,0.15,3.14,53.35,0.21
53.98,0.97,0.81,12.84,22.5,0.28
51.91,1.4,0.56,11.2,23.62,0.25
48.31,1.66,0.22,21.45,0.0,0.26
38.84,2.63,0.3,0.4,3.47,0.16
37.1,1.29,0.49,12.86,12.17,0.19
40.15,1.37,0.14,7.96,32.23,0.24
31.96,0.69,0.22,2.21,12.09,0.21
43.05,1.38,0.75,7.28,7.28,0.2
24.81,0.83,0.45,29.34,0.0,0.18
46.97,1.26,0.9,3.71,0.0,0.2
23.08,1.61,0.13,26.92,2.09,0.15
22.41,0.52,0.29,2.67,28.73,0.18
50.59,1.3,0.21,3.19,0.0,0.25
40.52,1.02,0.74,16.07,5.15,0.21
67.38,1.26,0.47,16.72,62.38,0.37
24.17,1.72,0.51,5.89,31.34,0.15
26.89,1.77,0.55,12.41,14.64,0.15
38.04,1.16,0.48,7.32,22.91,0.21
34.01,1.55,0.32,2.59,31.98,0.19
44.49,1.01,0.24,4.59,0.0,0.24
21.29,1.78,0.49,57.22,35.01,0.17
38.29,1.15,0.7,27.65,10.25,0.2
55.69,0.69,0.28,3.94,40.87,0.3
27.37,1.37,0.06,9.75,23.96,0.19
34.14,1.86,0.32,9.05,52.16,0.2
34.56,0.86,0.22,8.44,14.5,0.21
20.87,1.61,0.46,7.47,36.94,0.14
19.69,1.43,0.91,33.62,35.59,0.13
42.49,1.48,0.25,24.58,0.0,0.23
25.63,1.39,0.21,6.87,12.78,0.17
37.07,1.19,0.51,4.39,2.74,0.19
74.62,1.38,0.2,6.47,24.39,0.38
60.01,0.82,0.51,0.82,61.36,0.33
44.02,1.45,0.62,1.32,54.43,0.23
47.02,1.65,0.8,10.75,18.47,0.24
35.68,1.02,0.74,2.45,53.04,0.2
30.24,1.73,0.65,2.81,31.37,0.16
22.08,0.95,0.47,5.91,27.46,0.15
21.59,1.91,0.34,12.5,78.14,0.18
36.82,1.45,0.5,1.95,25.93,0.2
13.83,0.91,0.17,2.32,47.34,0.16
33.56,0.72,0.31,51.0,28.76,0.25
29.48,0.9,0.37,26.22,19.01,0.2
27.84,1.11,0.53,21.86,5.89,0.17
55.31,0.54,0.56,7.18,7.89,0.28
39.88,1.15,0.75,2.63,35.24,0.22
45.66,1.85,0.72,5.99,19.73,0.19
28.66,1.29,0.76,9.39,56.08,0.19
22.46,1.02,0.16,16.61,0.0,0.16
42.92,1.83,0.13,0.64,39.63,0.24
47.12,1.59,0.85,4.5,0.87,0.2
15.67,1.25,0.87,7.32,23.09,0.12
68.33,1.19,0.58,2.73,0.0,0.3
40.58,1.65,0.69,0.24,0.0,0.17
34.76,1.43,0.66,13.38,31.59,0.18
31.8,1.48,0.05,10.79,27.98,0.21
50.82,1.74,0.82,25.63,39.94,0.24
41.67,1.51,0.38,1.37,69.12,0.25
33.75,1.56,0.46,17.71,28.72,0.19
52.07,0.81,0.59,5.42,16.65,0.27
49.61,1.05,0.44,8.64,22.39,0.27
16.46,1.19,0.39,43.95,42.11,0.18
40.34,1.28,0.46,6.62,22.19,0.21
35.54,1.72,0.78,5.0,3.56,0.16
25.94,0.56,0.7,4.03,14.75,0.17
20.56,1.55,0.53,7.83,28.45,0.13
38.67,1.71,0.28,7.95,21.09,0.19
48.54,2.22,0.34,19.44,4.81,0.24
53.85,1.47,0.38,12.16,47.05,0.28
33.63,1.8,0.43,23.64,35.1,0.2
48.1,1.78,0.1,0.42,18.16,0.24
47.37,1.88,0.63,3.63,41.35,0.23
39.09,0.56,0.82,24.93,19.69,0.22
28.8,1.88,0.63,1.36,32.65,0.18
35.95,0.4,0.21,1.5,26.05,0.25
32.01,1.49,0.22,18.26,18.47,0.2
10.68,1.4,0.56,1.16,10.37,0.09
17.63,1.89,0.53,5.87,20.81,0.11
42.73,2.16,0.35,16.58,28.15,0.21
28.76,0.97,0.68,7.95,27.26,0.19
23.11,1.15,0.97,6.61,50.06,0.17
54.44,0.87,0.59,49.61,31.55,0.3
7.7,0.79,0.48,18.16,38.84,0.14
58.24,1.75,0.79,6.36,20.69,0.25
31.54,1.88,0.2,26.14,23.31,0.21
29.76,1.74,0.63,4.53,14.5,0.16
30.03,2.15,0.67,8.34,18.31,0.14
20.17,1.33,0.07,37.57,13.35,0.19
12.83,1.45,0.45,27.93,7.11,0.12
25.94,1.48,0.28,19.91,27.02,0.17
22.51,1.72,0.41,5.48,46.33,0.14
36.61,2.2,0.47,38.12,0.0,0.19
65.93,1.22,0.63,19.53,52.64,0.31
33.26,2.45,0.69,6.59,41.73,0.14
24.58,1.62,0.08,6.07,10.64,0.15
28.69,0.59,0.48,24.76,0.0,0.19
39.6,2.35,0.31,3.52,31.08,0.2
47.32,2.03,0.17,0.62,11.22,0.22
32.14,1.53,0.38,10.56,15.19,0.18
15.33,1.72,0.65,9.17,27.6,0.12
40.55,1.54,0.13,33.88,69.84,0.3
41.16,1.16,0.53,4.21,16.0,0.21
40.94,1.02,0.55,5.3,6.31,0.24
24.14,1.01,0.5,3.25,6.06,0.16
33.31,1.68,0.46,6.58,48.25,0.19
36.15,0.75,0.45,25.46,39.89,0.28
54.89,1.54,0.48,0.62,65.7,0.27
57.58,1.71,0.34,10.72,54.8,0.29
71.11,0.71,0.65,12.65,0.0,0.33
27.49,0.7,0.41,4.12,17.08,0.18
57.82,1.29,0.15,1.36,34.86,0.29
42.92,1.38,0.5,37.63,29.62,0.25
45.83,0.79,0.1,2.4,35.27,0.27
50.37,1.21,0.12,9.47,41.37,0.29
49.52,1.43,0.82,14.45,32.07,0.24
23.45,1.06,0.56,22.86,2.2,0.17
25.94,1.57,0.33,7.26,35.35,0.17
55.52,1.49,0.11,7.39,0.0,0.27
15.93,1.22,0.24,3.41,11.12,0.14
47.06,0.97,0.54,11.94,26.34,0.25
28.0,1.25,0.2,7.79,32.83,0.2
46.65,1.27,0.38,7.63,1.22,0.23
29.43,1.3,0.71,11.54,17.84,0.17
39.51,1.42,0.61,8.37,0.0,0.18
32.15,1.84,0.52,13.27,26.44,0.17
40.72,0.65,0.31,3.16,60.47,0.26
25.94,1.26,0.13,3.03,19.81,0.19
29.8,1.72,0.74,8.46,0.0,0.15
41.43,1.34,0.73,6.51,13.11,0.19
33.59,1.17,0.37,8.68,39.7,0.21
22.41,1.79,0.78,26.28,0.0,0.12
36.83,0.92,0.83,11.06,7.05,0.2
45.83,1.06,0.39,15.27,16.24,0.26
32.89,1.63,0.72,4.37,28.76,0.17
52.08,1.56,0.74,7.14,10.85,0.23
28.85,1.08,0.63,23.96,46.59,0.19
34.04,2.11,0.41,7.92,50.49,0.19
24.61,1.49,0.66,7.64,25.45,0.14
40.81,0.48,0.88,7.38,18.22,0.22
47.63,1.83,0.8,10.78,32.05,0.22
40.3,1.09,0.54,28.96,0.0,0.24
32.66,1.83,0.33,11.56,9.65,0.18
30.17,0.68,0.42,15.2,37.49,0.2
34.77,1.51,0.46,0.6,31.23,0.19
26.12,1.52,0.79,2.97,23.17,0.14
34.26,1.11,0.55,15.0,12.7,0.2
39.11,0.89,0.4,6.55,30.05,0.22
20.65,1.1,0.72,1.61,57.64,0.17
19.65,1.75,0.67,33.45,43.97,0.16
24.47,0.5,0.35,7.27,45.3,0.2
33.45,0.95,0.3,15.33,22.87,0.21
21.65,0.95,0.34,3.07,27.7,0.15
39.71,2.06,0.78,4.76,34.28,0.18
34.55,1.94,0.23,15.36,16.04,0.19
24.19,1.49,0.15,23.49,24.75,0.18
44.23,0.8,0.86,4.23,28.05,0.22
47.04,0.92,0.5,9.47,27.31,0.26
46.96,1.7,0.33,21.91,18.91,0.25
48.34,1.49,0.06,49.54,9.48,0.3
12.36,0.74,0.64,41.82,32.76,0.16
19.89,1.22,0.27,4.2,37.9,0.16
30.22,0.91,0.77,3.06,4.55,0.17
46.33,1.35,0.36,5.45,0.0,0.23
44.52,0.83,0.42,6.18,7.68,0.24
25.91,1.42,0.4,12.44,60.22,0.18
37.46,1.7,0.62,16.92,48.23,0.21
18.5,0.86,0.21,7.68,6.26,0.15
17.49,1.47,0.63,25.31,19.53,0.13
17.42,1.41,0.51,1.55,8.63,0.13
56.16,1.7,0.11,7.78,60.76,0.28
46.96,1.0,0.77,6.54,53.6,0.26
20.05,1.6,0.31,8.51,9.17,0.12
30.7,0.81,0.38,10.42,35.97,0.2
40.37,1.45,0.79,10.93,26.0,0.2
48.89,1.82,0.47,22.54,13.69,0.23
42.2,1.47,0.47,4.39,38.76,0.24
38.76,1.93,0.47,26.11,32.92,0.22
36.39,1.41,0.23,11.62,2.77,0.19
27.51,2.22,0.17,2.25,37.19,0.17
21.62,1.92,0.56,48.24,28.06,0.16
32.35,1.41,0.75,3.3,0.0,0.15
45.83,0.75,0.12,30.14,0.0,0.27
41.96,0.92,0.64,12.45,8.79,0.22
62.74,0.99,0.63,6.82,22.26,0.3
40.8,1.49,0.23,10.21,19.17,0.23
32.55,2.19,0.32,5.55,30.31,0.16
28.76,0.94,0.58,9.38,0.0,0.19
24.93,0.83,0.16,2.57,0.0,0.17
43.23,1.22,0.67,1.83,43.3,0.22
19.43,0.92,0.13,8.36,10.7,0.17
35.19,1.8,0.4,14.45,16.14,0.19
37.21,0.73,0.58,14.75,36.28,0.22
51.59,1.39,0.34,11.93,5.97,0.25
9.96,1.59,0.75,49.38,0.0,0.11
52.76,0.43,0.13,12.5,0.0,0.28
27.66,1.29,0.17,12.45,18.41,0.21
25.72,1.41,0.31,9.03,16.27,0.16
16.81,1.56,0.76,12.56,68.54,0.14
39.08,1.62,0.37,5.25,0.0,0.21
47.8,1.61,0.36,19.65,7.46,0.23
30.28,0.84,0.51,50.92,35.59,0.24
55.12,1.45,0.59,4.26,44.0,0.26
45.56,1.0,0.73,4.11,39.9,0.25
57.18,1.01,0.21,18.31,28.84,0.32
53.72,0.99,0.57,39.84,13.11,0.28
23.07,1.75,0.97,21.49,31.6,0.14
21.68,2.18,0.72,23.68,18.21,0.11
46.49,0.48,0.37,17.98,5.14,0.28
43.38,1.83,0.42,7.94,10.58,0.2
43.2,1.29,0.52,4.78,0.0,0.22
49.2,1.64,0.62,5.99,8.53,0.22
42.88,1.22,0.15,7.81,14.34,0.26
45.18,1.68,0.75,13.43,26.71,0.22
50.15,1.22,0.93,1.04,8.67,0.22
59.19,1.92,0.21,3.31,21.33,0.26
21.61,1.24,0.53,7.89,55.76,0.16
67.28,1.51,0.11,9.95,44.78,0.31
31.09,1.3,0.41,7.02,13.87,0.18
41.56,1.14,0.25,17.5,29.13,0.26
41.41,1.3,0.69,3.1,4.39,0.18
17.06,1.44,0.84,13.06,22.1,0.11
44.43,1.42,0.2,1.86,25.73,0.22
44.3,1.71,0.15,18.55,25.91,0.24
39.4,1.83,0.16,17.59,3.24,0.21
34.17,1.84,0.68,2.66,21.88,0.18
29.43,1.63,0.38,8.71,19.38,0.18
33.41,1.67,0.62,4.74,15.42,0.16
48.81,1.97,0.85,7.92,5.94,0.2
35.47,1.67,0.14,12.06,21.65,0.21
24.7,1.44,0.39,21.76,0.0,0.16
38.13,1.53,0.59,4.72,63.21,0.22
44.65,1.32,0.61,3.33,45.17,0.22
35.66,1.07,0.3,20.2,33.98,0.22
43.45,1.26,0.61,0.66,10.02,0.2
41.44,1.87,0.57,1.05,50.28,0.2
45.35,0.88,0.84,14.71,10.49,0.21
32.74,1.66,0.27,4.14,21.36,0.2
17.32,1.48,0.33,6.68,26.21,0.14
17.35,1.09,0.48,5.09,55.41,0.15
21.08,1.64,0.66,6.72,3.01,0.11
37.91,1.3,0.52,8.3,23.45,0.19
42.54,1.8,0.72,12.41,30.72,0.2
47.3,1.05,0.81,11.79,27.91,0.24
29.42,0.58,0.54,15.92,9.16,0.19
48.68,1.26,0.58,21.37,31.79,0.26
30.48,1.1,0.36,15.26,23.13,0.21
38.94,1.13,0.85,5.99,42.27,0.21
45.3,1.99,0.82,2.6,51.46,0.21
23.66,2.16,0.61,21.51,16.13,0.13
51.78,0.78,0.82,11.6,18.51,0.28
32.36,0.66,0.35,8.7,0.0,0.2
46.57,1.39,0.55,1.52,5.94,0.23
48.22,1.02,0.08,19.02,37.05,0.28
36.61,0.79,0.85,15.35,61.28,0.23
10.64,1.0,0.88,26.24,7.61,0.1
18.35,2.19,0.41,9.84,18.99,0.12
63.91,1.05,0.4,6.71,35.06,0.33
13.42,1.77,0.58,11.97,27.37,0.1
37.73,1.63,0.79,0.46,39.9,0.19
30.98,0.98,0.14,0.51,52.61,0.23
50.66,1.29,0.68,36.19,0.0,0.24
48.37,1.1,0.53,4.26,26.94,0.25
51.5,0.61,0.92,14.52,11.16,0.26
46.12,2.17,0.94,15.15,54.83,0.21
35.17,1.79,0.63,10.63,44.85,0.19
31.22,0.49,0.7,4.8,0.12,0.19
26.63,1.81,0.51,18.55,20.67,0.16
35.62,0.82,0.39,1.84,5.8,0.23
48.5,1.88,0.3,14.47,12.65,0.24
9.47,2.15,0.58,7.91,24.64,0.07
37.63,1.73,0.76,18.77,35.83,0.19
22.18,1.61,0.25,2.72,19.22,0.15
36.17,1.12,0.66,6.69,55.02,0.21
27.82,1.26,0.41,10.98,0.0,0.17
50.28,1.68,0.33,7.58,8.25,0.26
31.11,1.04,0.49,7.67,6.33,0.19
42.23,1.01,0.42,7.93,48.12,0.23
19.4,1.09,0.22,19.52,30.39,0.17
48.06,1.22,0.58,2.82,33.15,0.24
37.07,1.25,0.63,48.09,64.54,0.25
55.83,1.9,0.42,0.27,36.69,0.26
50.44,1.45,0.5,14.34,37.68,0.26
20.54,1.34,0.62,4.69,16.72,0.13
37.17,1.17,0.31,3.45,7.42,0.22
55.9,1.47,0.71,33.08,18.05,0.27
34.9,1.03,0.41,14.3,0.0,0.21
39.21,1.69,0.12,33.38,30.81,0.24
30.29,1.53,0.45,1.05,43.06,0.18
19.78,2.01,0.48,5.57,36.48,0.13
34.0,0.98,0.47,8.68,54.78,0.22
42.12,0.9,0.2,9.31,27.16,0.25
14.95,1.66,0.83,0.45,17.4,0.09
36.46,0.49,0.98,20.01,16.5,0.21
35.02,1.52,0.69,2.19,23.15,0.17
28.19,1.1,0.45,28.38,0.0,0.18
28.84,1.11,0.29,0.32,24.61,0.18
41.63,0.44,0.67,1.9,18.76,0.23
40.65,0.96,0.82,21.98,2.84,0.21
44.78,0.73,0.32,46.99,23.13,0.29
30.32,0.78,0.32,8.22,3.86,0.21
27.49,1.44,0.52,15.36,38.01,0.18
28.53,1.57,0.29,4.96,0.0,0.15
32.5,1.76,0.24,15.48,44.58,0.2
37.38,0.97,0.86,3.05,30.24,0.2
29.74,1.09,0.47,9.19,51.06,0.22
34.35,1.66,0.52,8.95,32.61,0.23
19.49,1.17,0.55,9.15,4.83,0.14
31.25,1.46,0.33,0.12,10.02,0.18
53.3,1.74,0.54,8.68,36.04,0.27
34.89,1.58,0.27,4.7,17.6,0.19
38.26,1.63,0.52,8.18,0.0,0.19
28.85,1.15,0.26,7.07,0.0,0.17
18.85,1.45,0.67,20.73,22.91,0.13
55.69,1.55,0.7,17.53,25.75,0.24
29.73,1.2,0.69,28.43,17.32,0.21
13.5,1.45,0.89,4.4,22.0,0.09
29.59,1.0,0.76,3.69,19.28,0.16
22.89,1.3,0.33,6.48,19.21,0.17
29.74,1.94,0.29,9.9,14.67,0.16
27.12,1.15,0.94,26.66,6.05,0.16
45.12,1.09,0.77,13.15,49.86,0.25
27.66,1.16,0.73,7.89,43.8,0.16
66.32,1.67,0.43,16.45,15.23,0.3
42.78,1.12,0.47,6.67,46.31,0.24
39.24,1.25,0.56,2.14,43.09,0.22
46.29,0.32,0.19,4.89,36.39,0.29
30.54,1.72,0.59,2.94,15.68,0.17
57.0,1.52,0.54,17.83,3.15,0.27
48.78,1.03,0.52,21.66,27.48,0.27
22.73,0.94,0.66,7.76,33.34,0.16
2.82,1.06,0.44,4.92,0.0,0.09
44.47,1.31,0.57,12.64,24.95,0.24
50.12,1.31,0.55,13.25,11.02,0.24
28.86,1.9,0.36,4.42,32.97,0.16
36.85,1.07,0.27,23.24,61.28,0.25
35.0,1.47,0.39,2.14,0.0,0.18
19.67,0.9,0.58,14.6,0.0,0.13
16.2,1.56,0.21,5.44,0.85,0.12
37.13,1.96,0.17,13.36,37.55,0.21
43.36,0.92,0.72,1.47,19.68,0.23
61.28,1.13,0.82,11.43,22.97,0.29
49.19,1.34,0.38,0.48,19.31,0.22
43.67,1.59,0.33,12.64,39.22,0.23
53.3,0.83,0.76,2.55,20.16,0.25
19.38,1.81,0.21,20.78,3.54,0.15
18.78,1.03,0.17,0.98,12.74,0.16
48.67,0.35,0.45,28.43,24.62,0.3
27.36,1.9,0.52,2.85,21.31,0.15
26.92,1.77,0.82,17.87,9.53,0.14
31.16,1.24,0.45,3.29,17.35,0.18
28.48,1.39,0.51,21.39,0.0,0.16
14.32,1.91,0.38,61.26,22.62,0.15
36.54,0.99,0.55,5.44,73.99,0.24
44.14,1.24,0.6,8.84,27.58,0.23
30.32,2.02,0.39,25.3,16.92,0.17
65.3,1.33,0.64,14.3,12.46,0.29
36.26,1.13,0.36,17.41,19.79,0.22
50.57,1.66,0.36,13.73,29.4,0.25
20.33,0.41,0.27,33.98,21.36,0.21
24.7,2.36,0.52,19.03,23.18,0.13
17.24,1.88,0.84,3.96,74.12,0.12
8.67,1.42,0.48,16.14,0.0,0.09
37.68,1.4,0.71,16.08,2.28,0.2
15.23,1.2,0.08,4.62,51.28,0.18
36.81,1.69,0.68,13.37,14.69,0.18
16.38,0.71,0.41,2.6,19.47,0.15
48.12,1.56,0.65,8.73,28.14,0.23
10.87,1.95,0.44,13.17,39.06,0.1
50.44,1.63,0.41,1.12,30.49,0.24
39.98,1.51,0.62,24.97,48.08,0.23
28.19,1.43,0.62,2.3,0.0,0.15
31.32,1.35,0.31,33.11,8.15,0.2
48.75,1.4,0.49,15.25,20.51,0.28
32.78,1.55,0.56,12.7,26.15,0.17
22.88,0.28,0.26,11.54,25.32,0.2
30.34,1.02,0.37,5.51,53.52,0.21
14.9,1.01,0.51,11.03,35.7,0.13
35.52,2.09,0.29,11.94,45.78,0.2
37.97,1.92,0.84,37.35,5.8,0.18
14.45,1.38,0.59,57.28,16.54,0.13
41.78,2.27,0.38,22.08,0.0,0.19
49.23,1.93,0.88,5.59,24.56,0.2
24.19,1.36,0.25,10.84,24.8,0.17
40.79,1.7,0.66,5.86,0.0,0.18
29.17,2.34,0.12,32.79,15.11,0.16
33.39,1.9,0.89,31.14,40.09,0.17
58.88,1.58,0.4,9.25,30.71,0.3
52.78,1.33,0.42,5.96,47.29,0.28
35.48,1.56,0.68,3.99,1.06,0.17
31.71,1.41,0.22,1.43,0.0,0.18
32.33,1.48,0.75,5.68,13.97,0.16
36.76,2.15,0.46,6.18,10.55,0.17
34.84,1.46,0.25,12.49,15.56,0.19
50.87,1.78,0.37,8.7,0.0,0.24
37.5,1.17,0.6,0.64,66.56,0.25
37.99,1.65,0.37,11.73,9.27,0.19
32.97,1.59,0.31,5.93,35.61,0.18
46.19,2.25,0.74,6.37,5.08,0.17
50.91,1.32,0.31,7.71,50.63,0.28
44.2,1.58,0.75,50.83,52.78,0.25
24.77,0.97,0.14,24.18,21.7,0.21
31.88,1.27,0.24,13.44,39.39,0.24
28.14,1.62,0.54,66.38,20.95,0.2
50.92,1.88,0.4,4.54,5.1,0.25
39.62,1.37,0.56,6.11,34.81,0.22
31.38,1.67,0.51,48.29,53.92,0.21
6.91,1.42,0.09,3.99,38.15,0.11
45.05,1.58,0.41,22.72,40.75,0.25
52.1,1.26,0.34,8.45,0.0,0.25
37.17,1.41,0.43,21.3,6.69,0.21
42.16,1.3,0.69,21.06,8.85,0.22
21.41,1.44,0.34,5.88,19.68,0.17
47.3,1.37,0.72,7.93,67.38,0.26
45.08,1.59,0.32,4.53,0.0,0.21
23.17,2.06,0.3,6.7,0.0,0.12
